"序号","英文名","国别","编号","时间","机构","主要内容","关键词","主题词","item_en","item_zh","title","url","type","source","topic","matrix_topics","authors","author_affiliations","topics","tags"
"372","Belfer Center for Science and International Affairs","USA","992af70b6e22","2003-10-22T12:00:00Z","Belfer Center (STPP)","In the past year, there has been notable progress in ensuring that stockpiles of the essential ingredients of nuclear weapons around the world are secured from theft and transfer to terrorists. But there remains a dangerous gap between the pace of progress and the scope and urgency of the threat – a gap that, if left unfilled, could lead to unparalleled catastrophe. We must close the gap – to take action now that, within a few years, could reduce the danger that terrorists might turn the heart of a U.S. city into a new Hiroshima to a fraction of what it is today. This paper is intended to outline the continuing threat; summarize the progress made in addressing it in the past year, and the gaps that still remain; and recommend steps to close the gap between threat and response. The terrorists who have sworn to kill Americans wherever they","International Security & Defense; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction","International Security & Defense; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction; International Security & Defense; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Terrorism & Counterterrorism; Weapons of Mass Destruction; International Security & Defense; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction","","","Preventing Nuclear Terrorism: A Progress Update","https://www.belfercenter.org/publication/preventing-nuclear-terrorism-progress-update","Reports & Papers","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative","All","","","","International Security & Defense; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Terrorism & Counterterrorism; Weapons of Mass Destruction","International Security & Defense; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction"
"373","Belfer Center for Science and International Affairs","USA","a8278384c01e","2024-08-28T12:00:00Z","Belfer Center (STPP)","The Energy Technology Innovation Project hosted and co-sponsored a workshop on clean coal technologies with the Department of High Technology of China's Ministry of Science and Technology and the China Coal Research Institute. This workshop was held at Harvard University in Cambridge, Massachusetts, September 4–5, 2003. The goal of the workshop was to explore the role of government in the research, development, demonstration, and deployment (RD3) of clean-coal technologies (CCT) in the United States and China. Other primary objectives of the workshop were to identify the most important barriers and incentives for the RD3 of clean-coal technologies and to discuss potential policy recommendations.","Air Pollution; Asia & the Pacific; Carbon Capture Technologies; China's Energy Policy; Energy; Energy Innovation Policy; Energy R&D; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; U.S. Energy Policy","Air Pollution; Asia & the Pacific; Carbon Capture Technologies; China's Energy Policy; Energy; Energy Innovation Policy; Energy R&D; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; U.S. Energy Policy; Air Pollution; Carbon Capture Technologies; China's Energy Policy; Energy; Energy Innovation Policy; Energy R&D; Environment & Climate Change; U.S. Energy Policy; Air Pollution; Asia & the Pacific; Carbon Capture Technologies; China's Energy Policy; Energy; Energy Innovation Policy; Energy R&D; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; U.S. Energy Policy","","","The Roles of Government in the Innovation and Use of Clean-Coal Technologies in the United States and China","https://www.belfercenter.org/publication/roles-government-innovation-and-use-clean-coal-technologies-united-states-and-china","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center","All","","Zhu Liu","","Air Pollution; Carbon Capture Technologies; China's Energy Policy; Energy; Energy Innovation Policy; Energy R&D; Environment & Climate Change; U.S. Energy Policy","Air Pollution; Asia & the Pacific; Carbon Capture Technologies; China's Energy Policy; Energy; Energy Innovation Policy; Energy R&D; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; U.S. Energy Policy"
"374","Belfer Center for Science and International Affairs","USA","1cfd48f555f1","2025-10-14T12:00:00Z","Belfer Center (STPP)","The Energy Technology Innovation Policy research group (ETIP) seeks to combat global warming and climate change by promoting strategies for efficient energy technologies in China, India, and the United States, such as advanced coal technologies, carbon capture and storage (CCS), and advanced vehicle technologies.","Carbon Capture Technologies; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; India's Energy Policy; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; U.S. Energy Policy","Carbon Capture Technologies; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; India's Energy Policy; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; U.S. Energy Policy; Carbon Capture Technologies; Energy; India's Energy Policy; Science & Technology; Science & Technology Policy; U.S. Energy Policy; Carbon Capture Technologies; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; India's Energy Policy; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; U.S. Energy Policy","","","Toward a Better Institutional System for the R&D of Clean-Coal Technologies in China","https://www.belfercenter.org/publication/toward-better-institutional-system-rd-clean-coal-technologies-china","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Mohammed Al-Juaied; Elizabeth Carey","","Carbon Capture Technologies; Energy; India's Energy Policy; Science & Technology; Science & Technology Policy; U.S. Energy Policy","Carbon Capture Technologies; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; India's Energy Policy; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; U.S. Energy Policy"
"375","Belfer Center for Science and International Affairs","USA","5bd7a7378a51","2003-06-09T12:00:00Z","Belfer Center (STPP)","Holdren, John. “Comments on the 2 June 2003 US Senate Republican Policy Committee document, ?The Shaky Science Behind the Climate Change Sense of the Congress Resolution?.” Science, Technology, and Public Policy Program, Belfer Center , June 9, 2003","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Environment & Climate Change; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy","","","Comments on the 2 June 2003 US Senate Republican Policy Committee document, ?The Shaky Science Behind the Climate Change Sense of the Congress Resolution?","https://www.belfercenter.org/publication/comments-2-june-2003-us-senate-republican-policy-committee-document-shaky-science","Article","Science, Technology, and Public Policy Program, Belfer Center","All","","Alexandra Middleton","","Environment & Climate Change","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy"
"376","Belfer Center for Science and International Affairs","USA","5ef5b6922f04","2026-01-29T12:00:00Z","Belfer Center (STPP)","The Energy Technology Innovation Policy research group (ETIP) seeks to combat global warming and climate change by promoting strategies for efficient energy technologies in China, India, and the United States, such as advanced coal technologies, carbon capture and storage (CCS), and advanced vehicle technologies.","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Environment & Climate Change; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy","","","Fighting the Smoke Dragons","https://www.belfercenter.org/publication/fighting-smoke-dragons","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Alexandra Middleton","","Environment & Climate Change","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy"
"377","Belfer Center for Science and International Affairs","USA","4e8d91131f20","2024-08-28T12:00:00Z","Belfer Center (STPP)","The Energy Technology Innovation Policy research group (ETIP) seeks to combat global warming and climate change by promoting strategies for efficient energy technologies in China, India, and the United States, such as advanced coal technologies, carbon capture and storage (CCS), and advanced vehicle technologies.","Air Pollution; Asia & the Pacific; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy","Air Pollution; Asia & the Pacific; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy; Air Pollution; Environment & Climate Change; Science & Technology; U.S. Energy Policy; Air Pollution; Asia & the Pacific; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy","","","China’s Battle for Clean Air: Integrated Assessment of Policy Implementation","https://www.belfercenter.org/publication/chinas-battle-clean-air-integrated-assessment-policy-implementation","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Zhu Liu","","Air Pollution; Environment & Climate Change; Science & Technology; U.S. Energy Policy","Air Pollution; Asia & the Pacific; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy"
"378","Belfer Center for Science and International Affairs","USA","b74f82b46015","2003-03-01T12:00:00Z","Belfer Center (STPP)","This page is for archival purposes as its content is no longer available. Please contact us for more information or use the search box in case this isn't what you are looking for.","International Security & Defense; International Security Program; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction","International Security & Defense; International Security Program; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction; International Security & Defense; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Terrorism & Counterterrorism; Weapons of Mass Destruction; International Security & Defense; International Security Program; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction","","","Controlling Nuclear Warheads and Materials: A Report Card and Action Plan","https://www.belfercenter.org/publication/controlling-nuclear-warheads-and-materials-report-card-and-action-plan","Reports & Papers","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative","All","","","","International Security & Defense; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Terrorism & Counterterrorism; Weapons of Mass Destruction","International Security & Defense; International Security Program; Managing the Atom; Nuclear Issues; Nuclear Proliferation; Nuclear Security; Nuclear Terrorism; Nuclear Weapons; Science, Technology, and Public Policy; Terrorism & Counterterrorism; Weapons of Mass Destruction"
"379","Belfer Center for Science and International Affairs","USA","d25793aceb97","2024-08-28T12:00:00Z","Belfer Center (STPP)","The Energy Technology Innovation Policy research group (ETIP) seeks to combat global warming and climate change by promoting strategies for efficient energy technologies in China, India, and the United States, such as advanced coal technologies, carbon capture and storage (CCS), and advanced vehicle technologies.","Air Pollution; Asia & the Pacific; China's Energy Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International development; Science & Technology; Science, Technology, and Public Policy; Transportation","Air Pollution; Asia & the Pacific; China's Energy Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International development; Science & Technology; Science, Technology, and Public Policy; Transportation; Air Pollution; China's Energy Policy; Environment & Climate Change; International development; Science & Technology; Transportation; Air Pollution; Asia & the Pacific; China's Energy Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International development; Science & Technology; Science, Technology, and Public Policy; Transportation","","","Deployment of Cleaner Vehicles in China? The Role of Foreign Direct Investment","https://www.belfercenter.org/publication/deployment-cleaner-vehicles-china-role-foreign-direct-investment","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Zhu Liu","","Air Pollution; China's Energy Policy; Environment & Climate Change; International development; Science & Technology; Transportation","Air Pollution; Asia & the Pacific; China's Energy Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International development; Science & Technology; Science, Technology, and Public Policy; Transportation"
"380","Belfer Center for Science and International Affairs","USA","d1ec5685c4a5","2025-10-29T12:00:00Z","Belfer Center (STPP)","This page is for archival purposes as its content is no longer available. Please contact us for more information or use the search box in case this isn't what you are looking for.","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Sustainable Development","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Sustainable Development; Environment & Climate Change; Sustainable Development; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Sustainable Development","","","What next? Reflection on the Future of Sustainable Development after Johannesburg","https://www.belfercenter.org/publication/what-next-reflection-future-sustainable-development-after-johannesburg","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Alexandra Middleton","","Environment & Climate Change; Sustainable Development","Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Sustainable Development"
"381","Belfer Center for Science and International Affairs","USA","795544fa2262","2025-10-06T12:00:00Z","Belfer Center (STPP)","Presentation to the Clean Vehicle Development in China conference in Beijing, China.","Asia & the Pacific; Biofuels; China's Energy Policy; Energy; Energy Conservation; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; Transportation; U.S. Energy Policy","Asia & the Pacific; Biofuels; China's Energy Policy; Energy; Energy Conservation; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; Transportation; U.S. Energy Policy; Biofuels; China's Energy Policy; Energy; Energy Conservation; Energy Innovation Policy; Environment & Climate Change; Transportation; U.S. Energy Policy; Asia & the Pacific; Biofuels; China's Energy Policy; Energy; Energy Conservation; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; Transportation; U.S. Energy Policy","","","Moving to Cleaner Vehicles: Alternative Fuel Vehicle Programs in the United States and China","https://www.belfercenter.org/publication/moving-cleaner-vehicles-alternative-fuel-vehicle-programs-united-states-and-china","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Mengying Wu, Kristen McCormack, William A. Scott, Aaron Smith, Jingran Zhang; James Stock","","Biofuels; China's Energy Policy; Energy; Energy Conservation; Energy Innovation Policy; Environment & Climate Change; Transportation; U.S. Energy Policy","Asia & the Pacific; Biofuels; China's Energy Policy; Energy; Energy Conservation; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; North America; Science, Technology, and Public Policy; Transportation; U.S. Energy Policy"
"382","Belfer Center for Science and International Affairs","USA","cb2dfdc74160","2025-12-23T12:00:00Z","Belfer Center (STPP)","This page is for archival purposes as its content is no longer available. Please contact us for more information or use the search box in case this isn't what you are looking for.","Asia & the Pacific; Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Environmental Economics; India's Energy Policy; Natural resource management; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; Sustainable Development","Asia & the Pacific; Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Environmental Economics; India's Energy Policy; Natural resource management; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; Sustainable Development; Climate Change Policy; Environment & Climate Change; Environmental Economics; India's Energy Policy; Natural resource management; Science & Technology; Science & Technology Policy; Sustainable Development; Asia & the Pacific; Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Environmental Economics; India's Energy Policy; Natural resource management; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; Sustainable Development","","","Capacity Building for Climate Change: A Risk Management Approach","https://www.belfercenter.org/publication/capacity-building-climate-change-risk-management-approach","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Robert Stowe","","Climate Change Policy; Environment & Climate Change; Environmental Economics; India's Energy Policy; Natural resource management; Science & Technology; Science & Technology Policy; Sustainable Development","Asia & the Pacific; Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Environmental Economics; India's Energy Policy; Natural resource management; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; South Asia; Sustainable Development"
"383","Belfer Center for Science and International Affairs","USA","f09b2030d986","2025-12-11T12:00:00Z","Belfer Center (STPP)","The Energy Technology Innovation Policy research group (ETIP) seeks to combat global warming and climate change by promoting strategies for efficient energy technologies in China, India, and the United States, such as advanced coal technologies, carbon capture and storage (CCS), and advanced vehicle technologies.","Asia & the Pacific; Energy Technology Innovation Policy; Environment and Natural Resources; Globalization; International development; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy","Asia & the Pacific; Energy Technology Innovation Policy; Environment and Natural Resources; Globalization; International development; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; Globalization; International development; Science & Technology; Science & Technology Policy; Asia & the Pacific; Energy Technology Innovation Policy; Environment and Natural Resources; Globalization; International development; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy","","","Technology Transfer from the U.S. to China: Barriers and Incentives","https://www.belfercenter.org/publication/technology-transfer-us-china-barriers-and-incentives","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Toni Erskine; Steven E. Miller","","Globalization; International development; Science & Technology; Science & Technology Policy","Asia & the Pacific; Energy Technology Innovation Policy; Environment and Natural Resources; Globalization; International development; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy"
"384","Belfer Center for Science and International Affairs","USA","2c5bece60824","2025-11-20T12:00:00Z","Belfer Center (STPP)","Presentation at the 2nd Joint STPP / Ministry of Science and Technology Workshop on Clean Vehicle Technology, Beijing, China.","Asia & the Pacific; China's Energy Policy; Energy; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International Cooperation; International Relations; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy","Asia & the Pacific; China's Energy Policy; Energy; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International Cooperation; International Relations; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy; China's Energy Policy; Energy; Energy Innovation Policy; Environment & Climate Change; International Cooperation; International Relations; Science & Technology; U.S. Energy Policy; Asia & the Pacific; China's Energy Policy; Energy; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International Cooperation; International Relations; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy","","","Intersectoral and International Cooperation to Address Energy Challenges","https://www.belfercenter.org/publication/intersectoral-and-international-cooperation-address-energy-challenges","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Basri, Muhamad Chatib; Evan Laksmana","","China's Energy Policy; Energy; Energy Innovation Policy; Environment & Climate Change; International Cooperation; International Relations; Science & Technology; U.S. Energy Policy","Asia & the Pacific; China's Energy Policy; Energy; Energy Innovation Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; International Cooperation; International Relations; Science & Technology; Science, Technology, and Public Policy; U.S. Energy Policy"
"385","Belfer Center for Science and International Affairs","USA","b85873add995","2025-11-20T12:00:00Z","Belfer Center (STPP)","Invited lecture at Tsinghua University, Beijing, China.","Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy","Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy; China's Energy Policy; Energy; Environment & Climate Change; Science & Technology; Science & Technology Policy; U.S. Energy Policy; Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy","","","Energy, the Economy, and the Environment: The Role of Technological Innovation and International Cooperation","https://www.belfercenter.org/publication/energy-economy-and-environment-role-technological-innovation-and-international","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Basri, Muhamad Chatib; Evan Laksmana","","China's Energy Policy; Energy; Environment & Climate Change; Science & Technology; Science & Technology Policy; U.S. Energy Policy","Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy"
"386","Belfer Center for Science and International Affairs","USA","e1e0b55eec48","2025-11-20T12:00:00Z","Belfer Center (STPP)","This page is for archival purposes as its content is no longer available. Please contact us for more information or use the search box in case this isn't what you are looking for.","Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy","Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy; China's Energy Policy; Energy; Science & Technology; Science & Technology Policy; U.S. Energy Policy; Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy","","","Recent Developments in U.S. Energy Policy","https://www.belfercenter.org/publication/recent-developments-us-energy-policy","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Basri, Muhamad Chatib; Evan Laksmana","","China's Energy Policy; Energy; Science & Technology; Science & Technology Policy; U.S. Energy Policy","Asia & the Pacific; China's Energy Policy; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; North America; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; U.S. Energy Policy"
"387","Belfer Center for Science and International Affairs","USA","270aa13d32e6","","Belfer Center (STPP)","Opening lecture for the Symposium on Energy and the Environment: The Role of Nuclear Power, College of Engineering, University of Michigan.","Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Nuclear Issues; Nuclear Waste; Science, Technology, and Public Policy","Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Nuclear Issues; Nuclear Waste; Science, Technology, and Public Policy; Energy; Environment & Climate Change; Nuclear Issues; Nuclear Waste; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Nuclear Issues; Nuclear Waste; Science, Technology, and Public Policy","","","Energy, Environment, the Human Condition, and the Future of Nuclear Energy","https://www.belfercenter.org/publication/energy-environment-human-condition-and-future-nuclear-energy","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Samuel Meyer, Sarah Bidgood; William C. Potter","","Energy; Environment & Climate Change; Nuclear Issues; Nuclear Waste","Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Nuclear Issues; Nuclear Waste; Science, Technology, and Public Policy"
"388","Belfer Center for Science and International Affairs","USA","0dbf5787aff3","2026-01-29T12:00:00Z","Belfer Center (STPP)","Invited Presentation at the H. Guyford Stever Symposium on Legacies and Opportunities: Science and Engineering in the 21st Century, Annual Meeting of the National Academy of Engineering, Washington, DC.","Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science, Technology, and Public Policy","Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science, Technology, and Public Policy; Energy; Environment & Climate Change; Science & Technology; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science, Technology, and Public Policy","","","The Energy Conundrum in the 21st Century","https://www.belfercenter.org/publication/energy-conundrum-21st-century","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Alexandra Middleton","","Energy; Environment & Climate Change; Science & Technology","Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science & Technology; Science, Technology, and Public Policy"
"389","Belfer Center for Science and International Affairs","USA","f460a2e03279","2025-12-23T12:00:00Z","Belfer Center (STPP)","Guest lecture in NRE201, Ecological Issues, College of Natural Resources and Environment, University of Michigan","Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy","Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy; Climate Change Policy; Environment & Climate Change; Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy","","","Global Climate Change: What Do We Know? What Should We Do?","https://www.belfercenter.org/publication/global-climate-change-what-do-we-know-what-should-we-do","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Robert Stowe","","Climate Change Policy; Environment & Climate Change","Climate Change Policy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; Science, Technology, and Public Policy"
"390","Belfer Center for Science and International Affairs","USA","0ddc4bd2f70b","2025-12-11T12:00:00Z","Belfer Center (STPP)","Guest Lecture in course on Sustainable Energy Systems, Department of Physics, University of Michigan.","Energy; Energy Technology Innovation Policy; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy","Energy; Energy Technology Innovation Policy; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy; Energy; Science & Technology; Science & Technology Policy; Energy; Energy Technology Innovation Policy; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy","","","Energy and Climate Strategy in the Clinton-Gore White House: The Role of PCAST","https://www.belfercenter.org/publication/energy-and-climate-strategy-clinton-gore-white-house-role-pcast","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","Toni Erskine; Steven E. Miller","","Energy; Science & Technology; Science & Technology Policy","Energy; Energy Technology Innovation Policy; Environment and Natural Resources; Science & Technology; Science & Technology Policy; Science, Technology, and Public Policy"
"391","Belfer Center for Science and International Affairs","USA","285ab675f837","2025-11-20T12:00:00Z","Belfer Center (STPP)","This page is for archival purposes as its content is no longer available. Please contact us for more information or use the search box in case this isn't what you are looking for.","Asia & the Pacific; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; India's Energy Policy; Science & Technology; Science, Technology, and Public Policy; South Asia","Asia & the Pacific; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; India's Energy Policy; Science & Technology; Science, Technology, and Public Policy; South Asia; Energy; Environment & Climate Change; India's Energy Policy; Science & Technology; Asia & the Pacific; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; India's Energy Policy; Science & Technology; Science, Technology, and Public Policy; South Asia","","","India: Energy and Environment","https://www.belfercenter.org/publication/india-energy-and-environment","Presentations","Energy Technology Innovation Policy Project, Belfer Center","All","","C. Raja Mohan","","Energy; Environment & Climate Change; India's Energy Policy; Science & Technology","Asia & the Pacific; Energy; Energy Technology Innovation Policy; Environment & Climate Change; Environment and Natural Resources; India's Energy Policy; Science & Technology; Science, Technology, and Public Policy; South Asia"
